,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y,Gold_x,Gold_y
27,,12951.0,10384.0,9211.0,8887.0,14060.0,10889.0,10196.0,,14055.0,8879.0,14084.0,10428.0,,10116.0,,,8619,9589.0,9457.0,11555.0,,12364.0,,8041.0,9432.0,10262.0,,,,10732.0,,7254.0,,,13359.0,8118.0,11251.0,12574.0,9083.0,11633.0,9999.0,,7743.0,,12100.0,8180.0,8115.0,13442.0,,,12862.0,,12458.0,14047.0,,,11170.0,11308.0,10164.0,11329.0,12041.0,11408.0,,15344.0,,9524.0,8855.0,10499.0,,9274.0,,11510.0,8340.0,,10181.0,15765.0,,10604.0,12130.0,,12113.0,,11206.0,10051.0,,11091.0,10838.0,,,,,10776.0,14357.0,,,9300.0,12496.0,11294.0,8441.0
28,,,10764.0,9402.0,9233.0,14634.0,11162.0,,,14177.0,9001.0,14212.0,10806.0,,10314.0,,,8803,10066.0,10119.0,12013.0,,12956.0,,8349.0,9617.0,10263.0,,,,11014.0,,7619.0,,,13907.0,8376.0,11876.0,,9205.0,12322.0,10271.0,,7865.0,,,8512.0,8512.0,13769.0,,,13558.0,,12757.0,14170.0,,,12210.0,12004.0,10766.0,11501.0,12339.0,12100.0,,15689.0,,9646.0,9052.0,10926.0,,9297.0,,11813.0,8777.0,,10324.0,16641.0,,11406.0,12644.0,,,,,10381.0,,11557.0,11145.0,,,,,11249.0,14957.0,,,9553.0,12540.0,11554.0,8581.0
29,,,10886.0,10257.0,9517.0,14857.0,11500.0,,,14758.0,9703.0,,11054.0,,10592.0,,,9237,10188.0,10283.0,12866.0,,13129.0,,8942.0,9956.0,,,,,11642.0,,7760.0,,,15410.0,8754.0,,,9369.0,12610.0,10444.0,,8491.0,,,8820.0,8613.0,14826.0,,,13701.0,,13203.0,14292.0,,,12526.0,12146.0,11008.0,12084.0,13306.0,12403.0,,,,10055.0,9435.0,11148.0,,,,12066.0,9185.0,,10446.0,16805.0,,11633.0,12722.0,,,,,10707.0,,11680.0,11268.0,,,,,11523.0,15485.0,,,9746.0,,,8871.0
30,,,11509.0,10597.0,10070.0,15074.0,12242.0,,,14991.0,9943.0,,11177.0,,10765.0,,,9415,10792.0,10831.0,13544.0,,13666.0,,9330.0,10075.0,,,,,11830.0,,7900.0,,,15532.0,9327.0,,,,12922.0,11131.0,,8655.0,,,9047.0,,15275.0,,,14018.0,,14284.0,14414.0,,,13455.0,12407.0,11131.0,12207.0,14370.0,12657.0,,,,10237.0,9497.0,11453.0,,,,12840.0,9555.0,,10552.0,16928.0,,11826.0,,,,,,,,12345.0,11955.0,,,,,11918.0,17083.0,,,10053.0,,,9057.0
31,,,11931.0,10869.0,10227.0,15295.0,12847.0,,,15458.0,10074.0,,12708.0,,11247.0,,,9951,11696.0,11383.0,,,13788.0,,9623.0,,,,,,12140.0,,8055.0,,,15995.0,9694.0,,,,,11380.0,,8777.0,,,9169.0,,15683.0,,,14226.0,,14721.0,14537.0,,,13622.0,12417.0,11473.0,12760.0,14502.0,12705.0,,,,10855.0,,,,,,13075.0,10072.0,,,16931.0,,12163.0,,,,,,,,12607.0,12237.0,,,,,12126.0,17648.0,,,10491.0,,,9218.0
32,,,12759.0,11060.0,10851.0,,13015.0,,,16211.0,,,13714.0,,12217.0,,,10138,11846.0,11558.0,,,14240.0,,9849.0,,,,,,,,8212.0,,,16685.0,10155.0,,,,,11828.0,,9750.0,,,9235.0,,15947.0,,,14955.0,,15722.0,14855.0,,,,,12396.0,13149.0,,,,,,11162.0,,,,,,13198.0,10225.0,,,,,12496.0,,,,,,,,13429.0,12796.0,,,,,,18034.0,,,10840.0,,,
33,,,13497.0,11350.0,11096.0,,13520.0,,,17774.0,,,14912.0,,12450.0,,,10779,12303.0,11845.0,,,14803.0,,9972.0,,,,,,,,8352.0,,,16808.0,10155.0,,,,,12260.0,,9772.0,,,,,16693.0,,,15242.0,,,15233.0,,,,,12619.0,13352.0,,,,,,11745.0,,,,,,13320.0,10764.0,,,,,12684.0,,,,,,,,13551.0,12918.0,,,,,,18406.0,,,10983.0,,,
34,,,13750.0,11591.0,11397.0,,14075.0,,,17885.0,,,16058.0,,13179.0,,,10901,12983.0,12092.0,,,15000.0,,10490.0,,,,,,,,8354.0,,,17078.0,,,,,,13008.0,,,,,,,17172.0,,,15841.0,,,15304.0,,,,,13156.0,13549.0,,,,,,11917.0,,,,,,13408.0,11048.0,,,,,13652.0,,,,,,,,13673.0,13554.0,,,,,,19173.0,,,11997.0,,,
35,,,13957.0,11796.0,11746.0,,14207.0,,,,,,16519.0,,13315.0,,,11659,13252.0,12565.0,,,15250.0,,10901.0,,,,,,,,,,,17388.0,,,,,,13298.0,,,,,,,17462.0,,,,,,,,,,,14364.0,13569.0,,,,,,12319.0,,,,,,,11620.0,,,,,13706.0,,,,,,,,14737.0,13727.0,,,,,,19800.0,,,12279.0,,,
36,,,14281.0,12131.0,12219.0,,14699.0,,,,,,,,13438.0,,,11966,13555.0,12688.0,,,15747.0,,11052.0,,,,,,,,,,,,,,,,,13541.0,,,,,,,18217.0,,,,,,,,,,,15049.0,,,,,,,12922.0,,,,,,,11923.0,,,,,,,,,,,,,14842.0,14391.0,,,,,,20352.0,,,12467.0,,,
37,,,15136.0,12854.0,12327.0,,15159.0,,,,,,,,13570.0,,,12139,14348.0,13031.0,,,16148.0,,,,,,,,,,,,,,,,,,,13904.0,,,,,,,18540.0,,,,,,,,,,,15179.0,,,,,,,13515.0,,,,,,,12196.0,,,,,,,,,,,,,,14400.0,,,,,,20474.0,,,12589.0,,,
38,,,15144.0,13554.0,,,,,,,,,,,13579.0,,,12523,14353.0,13335.0,,,16199.0,,,,,,,,,,,,,,,,,,,14027.0,,,,,,,19188.0,,,,,,,,,,,,,,,,,,13621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22361.0,,,13017.0,,,
39,,,,13695.0,,,,,,,,,,,,,,13035,,13474.0,,,,,,,,,,,,,,,,,,,,,,14242.0,,,,,,,19570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23257.0,,,13682.0,,,
40,,,,14085.0,,,,,,,,,,,,,,13212,,13596.0,,,,,,,,,,,,,,,,,,,,,,14323.0,,,,,,,19700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23610.0,,,13970.0,,,
41,,,,14270.0,,,,,,,,,,,,,,14196,,13606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23683.0,,,14483.0,,,
42,,,,,,,,,,,,,,,,,,14571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15374.0,,,
43,,,,,,,,,,,,,,,,,,14778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,15216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,15888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,16368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,16465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
