SummonerName,WinLoss,Lane,Champion,Q casts,W casts,E casts,R casts,ChampLevel,CS,Kills,Deaths,Assists,Exp,Damage,Shielding,Healing,Total Damage Taken,Wards Placed,Wards Killed,Vision Score,Penta Kills,Game Time seconds,Crowd Control,Time spent dead,Kill participation,Team damage percentage,Skillshots hit,Skillshots dodged,Solo kills,Turret plates taken
Venerem,False,JUNGLE,RekSai,147,123,84,7,12,13,5,6,3,9166,11308,0,8126,22629,5,1,22,0,1458,240,206,0.26666666666666666,0.1704581079019661,23,33,1,0
Indovaa,False,MIDDLE,Morgana,53,81,16,8,14,142,6,5,3,12041,19855,406,2792,14502,9,0,19,0,1458,110,131,0.3,0.29929503506321437,73,27,1,0
Arcanic,False,BOTTOM,Vayne,99,0,8,7,12,167,2,5,3,9509,7497,0,1905,14628,6,1,8,0,1458,115,115,0.16666666666666666,0.11301338179368961,29,43,1,0
KiaraKawaii,False,UTILITY,Lux,31,34,82,7,11,26,1,8,7,7646,7140,2011,2749,12676,24,9,54,0,1458,263,166,0.26666666666666666,0.10762840654631096,47,50,0,0
nice mia,True,TOP,Nasus,182,31,85,14,18,207,6,5,7,18967,20851,0,4543,35445,8,4,19,0,2060,362,188,0.43333333333333335,0.21982837278721828,0,110,3,0
Incursio,True,JUNGLE,Kayn,251,107,90,20,18,74,8,6,4,21404,21428,0,18974,35313,3,2,19,0,2060,263,197,0.4,0.22590533730011061,23,53,3,4
verfmxxp,True,MIDDLE,Fizz,38,113,164,14,16,193,8,7,5,15251,18537,0,2649,21631,6,4,33,0,2060,160,205,0.43333333333333335,0.19542863824890416,27,52,3,0
Łest,True,BOTTOM,MissFortune,121,75,84,8,15,243,2,6,5,14627,15791,0,2653,17043,10,5,40,0,2060,438,186,0.23333333333333334,0.16648028664063685,94,47,0,0
Velkro,True,UTILITY,Zyra,89,96,43,9,14,36,1,6,6,11843,18245,0,3176,14745,33,9,71,0,2060,258,183,0.23333333333333334,0.19235736502313008,57,53,0,1
Global Crystal,False,TOP,Graves,81,27,48,9,17,225,8,9,8,17256,29485,0,2481,29193,11,2,23,0,2060,266,352,0.64,0.2994790748932214,48,48,1,1
Pipimao,False,JUNGLE,Khazix,163,89,34,30,15,43,7,9,6,13572,18204,0,11009,32686,6,5,24,0,2060,323,318,0.52,0.18489671782477335,54,74,1,0
Smaze,False,MIDDLE,Leblanc,104,173,51,24,16,186,10,4,5,15466,21632,0,3936,21440,6,2,28,0,2060,54,172,0.6,0.21971728860027745,24,40,2,0
GaeaFoundationTV,False,BOTTOM,Seraphine,223,70,132,7,17,273,5,0,16,16997,23436,6099,10036,13059,14,4,28,0,2060,264,0,0.84,0.23803820626607647,122,19,0,0
Essie,False,UTILITY,Thresh,60,55,21,9,15,32,0,3,19,14311,5697,3162,914,21812,22,2,50,0,2060,157,119,0.76,0.057868712415651336,12,59,0,0
VX dingazx278,False,TOP,Jax,37,79,39,9,15,164,2,8,2,13237,16471,0,4790,24841,9,2,18,0,1636,52,209,0.08888888888888889,0.19829142455593612,0,5,1,0
dahunzi,False,JUNGLE,Ekko,95,44,78,7,14,61,4,8,8,13003,18741,0,9948,31347,5,2,24,0,1636,302,185,0.26666666666666666,0.22561855900499087,45,21,2,0
SEN Sinatraa,False,MIDDLE,Tristana,35,27,30,7,15,177,14,11,3,14049,24929,0,1733,22989,5,1,12,0,1636,39,329,0.37777777777777777,0.3001052855885992,0,13,2,5
HiHowAreYouToday,False,BOTTOM,Twitch,25,37,30,8,13,116,1,12,5,10726,11287,0,967,19417,6,0,8,0,1636,332,274,0.13333333333333333,0.13588041114587818,5,15,0,0
jùnyi,False,UTILITY,Senna,55,25,19,6,12,20,2,6,10,9456,11638,832,7415,12046,21,8,61,0,1636,176,172,0.26666666666666666,0.1401043197045956,15,12,0,2
BioPanther,True,TOP,Aatrox,200,31,108,9,16,203,9,2,6,16394,21115,0,12915,29033,11,0,27,0,1636,297,51,0.6521739130434783,0.23310820240435318,14,11,3,3
cattle 2,True,BOTTOM,Ezreal,236,43,42,10,15,183,9,4,11,13293,19979,0,0,16400,8,0,16,0,1636,106,109,0.8695652173913043,0.22056853403553348,71,6,2,4
Wx OC15141355,True,JUNGLE,Nidalee,297,315,192,333,16,29,10,5,12,15627,16207,0,15656,28343,0,5,22,0,1636,83,125,0.9565217391304348,0.17892496315015652,14,11,2,2
Incursio,True,MIDDLE,Katarina,67,53,0,8,15,180,8,6,10,13919,17238,0,1772,19293,7,0,8,0,1636,72,215,0.782608695652174,0.19030271180327737,2,8,4,4
Śpace Invader ,True,UTILITY,Pantheon,41,21,17,4,14,45,9,6,12,11682,16041,0,1456,18001,29,4,60,0,1636,44,161,0.9130434782608695,0.17709558860667945,3,17,2,0
Top Lane kingdom,True,TOP,Urgot,53,198,27,10,17,210,8,5,7,16760,22890,0,2545,26652,8,7,26,0,1747,410,165,0.4411764705882353,0.2080769379358852,24,38,0,3
Tenze,True,JUNGLE,Kayn,154,100,73,11,17,76,7,4,10,17773,20835,0,16161,30711,5,3,21,0,1747,282,124,0.5,0.18939839356482824,14,43,3,4
Sn0wm4n,True,MIDDLE,Anivia,95,23,81,122,16,153,10,1,14,15332,19185,0,3649,13357,9,4,35,0,1747,772,35,0.7058823529411765,0.1743975939123007,14,15,0,1
DrStephenStrange,True,BOTTOM,Taliyah,163,26,55,0,16,125,12,9,25,15155,30660,0,325,19991,10,1,29,0,1747,558,187,1.088235294117647,0.2787094432003827,158,30,2,0
Not Natty,True,UTILITY,Pyke,56,34,31,11,14,42,10,15,14,12973,16437,0,3051,23751,18,7,42,0,1747,83,331,0.7058823529411765,0.14941763138660316,25,54,1,0
Wealdstone,False,TOP,TahmKench,95,27,12,4,15,178,1,6,10,14243,10700,438,9360,34042,8,2,15,0,1747,783,178,0.23404255319148937,0.13629572966815742,30,26,0,0
Based God,False,JUNGLE,Qiyana,141,130,41,7,13,38,3,9,5,10516,11365,0,6145,27631,10,4,27,0,1747,175,265,0.1702127659574468,0.1447678371165312,23,17,1,0
TheViibS,False,MIDDLE,Fizz,26,79,66,10,14,156,6,8,1,12603,13095,0,1127,17877,8,2,15,0,1747,193,248,0.14893617021276595,0.16679987163959814,11,33,2,1
Vixxy,False,UTILITY,Yuumi,49,99,67,9,14,10,6,12,18,11763,11639,3479,14176,22436,18,0,31,0,1747,40,344,0.5106382978723404,0.14825205976575345,125,135,0,4
Incursio,False,BOTTOM,Aphelios,71,141,0,6,14,197,18,12,6,12476,31708,0,4119,32160,5,1,15,0,1747,169,388,0.5106382978723404,0.4038845018099598,47,64,1,4
Aladoric fan,False,TOP,Garen,69,12,49,7,13,145,3,7,0,10560,12967,0,731,19044,7,1,15,0,1304,93,191,0.1111111111111111,0.2402658561478714,0,16,2,0
Incursio,False,BOTTOM,Samira,72,16,20,5,11,150,3,8,8,7447,15808,0,484,19153,5,1,7,0,1304,6,178,0.4074074074074074,0.2929064481994453,16,45,0,0
leungyan,False,MIDDLE,Ahri,61,49,14,23,12,147,4,3,2,9150,9728,0,1871,10993,5,2,20,0,1304,71,109,0.2222222222222222,0.18025275531593102,48,21,0,0
BITCONNEEEEECT,False,JUNGLE,MonkeyKing,125,41,65,15,11,14,3,3,3,8302,7653,0,5649,16379,1,7,19,0,1304,182,73,0.2222222222222222,0.14179644422920837,0,25,1,0
LeanBeefPatty,False,UTILITY,Renata,41,12,50,5,10,19,3,6,9,6354,7814,2794,734,11776,13,6,32,0,1304,187,115,0.4444444444444444,0.1447784961075439,34,17,0,1
antzo,True,TOP,Nasus,171,11,26,7,14,172,6,2,2,12670,13563,0,1715,18577,7,3,14,0,1304,49,46,0.5,0.25461112432279187,0,10,5,0
Invictis,True,JUNGLE,Talon,79,130,101,9,14,29,9,2,6,12091,11060,0,8324,19516,3,3,21,0,1304,319,33,0.9375,0.20762471277961322,28,6,0,0
lbkiwjnx,True,MIDDLE,Akshan,49,11,41,6,13,155,2,3,3,9989,6108,0,139,8722,9,2,21,0,1304,0,99,0.3125,0.114667521420911,25,4,0,2
Furyhorn,True,BOTTOM,Cassiopeia,100,19,306,11,12,131,7,6,9,8581,15509,0,2040,16032,7,4,18,0,1304,329,91,1,0.2911457637533635,11,12,1,0
xin xin zi,True,UTILITY,Nami,25,44,46,6,11,6,3,3,13,7452,7029,843,5549,6811,27,5,46,0,1304,106,52,1,0.1319508777233204,45,18,0,1
YG YinFu,True,JUNGLE,Karthus,590,31,277,12,18,104,15,13,14,23602,71391,0,9454,38891,9,1,18,0,2287,270,516,0.5087719298245614,0.3260200710062127,0,89,6,0
J0ker032,True,BOTTOM,Rengar,196,80,99,13,18,170,14,13,9,19436,29434,0,6918,35727,10,2,23,0,2287,103,435,0.40350877192982454,0.1344152868946221,20,51,4,1
Xiao Bai Cai,True,TOP,Sejuani,58,113,31,13,17,194,6,14,13,17825,37593,0,6875,59389,11,1,23,0,2287,655,508,0.3333333333333333,0.17167634331829398,9,276,0,5
JBLHIFI,True,MIDDLE,Aatrox,232,44,105,12,18,120,10,16,18,18963,44245,0,27230,64149,10,0,16,0,2287,186,551,0.49122807017543857,0.20205203584293008,32,480,4,0
NameName,True,UTILITY,Brand,64,74,55,12,16,45,14,14,11,16216,36314,0,925,25154,24,2,53,0,2287,100,473,0.43859649122807015,0.16583626293794115,19,85,3,1
Boring,False,JUNGLE,Udyr,89,45,257,107,18,104,15,6,17,21825,32517,0,13684,49503,7,2,16,0,2287,278,231,0.4507042253521127,0.1833352117856318,0,5,5,0
Incursio,False,UTILITY,Pyke,86,90,70,28,16,53,19,13,8,16371,27379,0,11573,40303,4,1,10,0,2287,143,377,0.38028169014084506,0.154366019596286,45,3,2,0
Bambi xd,False,JUNGLE,LeeSin,212,172,132,21,18,95,13,12,26,18647,47554,2799,19672,72007,17,1,27,0,2287,356,510,0.5492957746478874,0.26811679146398976,52,6,4,0
Vixxy,False,JUNGLE,AurelionSol,115,63,18,12,17,112,4,16,16,16903,23167,0,2381,38361,16,3,37,0,2287,237,474,0.28169014084507044,0.13061895049117353,0,5,0,1
Rawdey,False,MIDDLE,Akali,155,29,116,31,18,167,18,12,12,22500,46746,0,6319,50619,10,0,15,0,2287,47,444,0.4225352112676056,0.2635630266629189,65,6,5,1
Feminem,False,JUNGLE,Shaco,32,40,24,50,10,11,2,5,3,6722,5401,0,3841,15773,6,3,19,0,1163,470,85,0.1282051282051282,0.19226387353661095,0,48,1,0
Jé revîendrai,False,MIDDLE,Katarina,48,34,0,2,10,76,3,7,1,6683,6203,0,235,13051,2,0,4,0,1163,0,123,0.10256410256410256,0.22078050277126537,0,82,0,0
Incursio,False,UTILITY,Yuumi,30,79,22,3,9,8,2,7,5,5706,4557,1398,4236,9311,3,0,3,0,1163,26,112,0.1794871794871795,0.1622010763547878,66,127,0,0
Bambi xd,False,BOTTOM,Senna,41,23,7,2,9,90,1,11,2,5371,5928,24,4255,17101,5,0,7,0,1163,201,178,0.07692307692307693,0.210998301521467,12,74,1,0
Vixxy,False,TOP,Aatrox,84,12,33,5,10,81,1,9,2,7055,6005,0,2368,19140,4,0,13,0,1163,195,161,0.07692307692307693,0.21375624581586883,8,57,0,0
NGOC MINH,True,TOP,Sett,54,18,27,4,13,129,5,3,4,11012,12041,0,1232,14500,2,1,3,0,1163,112,67,1,0.19889237988900058,0,9,5,5
Yzty,True,MIDDLE,Diana,48,22,41,6,13,86,15,0,4,10098,16665,0,552,8068,5,0,8,0,1163,53,0,2.111111111111111,0.27525920450015995,22,12,6,6
Bananice,True,JUNGLE,MonkeyKing,100,31,56,5,11,14,3,1,5,7917,3372,0,5977,13408,3,0,14,0,1163,51,16,0.8888888888888888,0.05571049924197741,0,4,1,0
WSCG,True,UTILITY,Lux,28,24,99,8,11,26,7,1,15,7478,14542,1072,0,5332,12,2,33,0,1163,159,27,2.4444444444444446,0.24018991727366326,36,14,0,5
Xiào Bó,True,BOTTOM,MissFortune,47,51,39,8,11,115,9,4,11,7967,13922,0,1217,10396,7,1,9,0,1163,172,68,2.2222222222222223,0.22994799909519884,58,18,1,6
Plumbz,False,BOTTOM,Sett,68,16,43,6,13,140,10,8,6,10164,18932,0,1655,29147,7,5,27,0,1593,281,200,0.43243243243243246,0.2246642487751852,0,9,0,3
Kyukerson,False,JUNGLE,JarvanIV,71,55,62,12,13,19,3,6,8,10425,6345,0,6801,26348,3,1,14,0,1593,411,186,0.2972972972972973,0.07529974851993305,0,9,1,0
Alcoholic,False,TOP,Irelia,172,21,58,7,13,159,6,8,1,10970,18035,0,2992,26479,8,0,13,0,1593,78,251,0.1891891891891892,0.21402670828807646,16,9,4,3
ElIusive,False,UTILITY,Senna,51,34,21,5,11,32,4,7,14,8570,17822,878,10991,15209,28,19,89,0,1593,182,152,0.4864864864864865,0.2114900226558906,23,2,0,3
Sarisa,False,MIDDLE,Fizz,28,79,64,13,15,139,12,8,1,14187,23133,0,392,22702,5,2,10,0,1593,136,265,0.35135135135135137,0.2745192717609147,16,2,11,1
Tantan The Evil ,True,MIDDLE,Tristana,43,24,34,11,14,115,5,11,6,11787,15525,0,665,20161,8,2,16,0,1593,11,320,0.3142857142857143,0.15526722253253847,0,8,0,2
B1gSh4K,True,TOP,Fiora,149,15,62,8,16,177,6,6,5,14992,17533,0,10871,26208,10,1,18,0,1593,102,156,0.3142857142857143,0.1753481056892103,6,43,3,2
Rcade Circles,True,JUNGLE,Volibear,65,122,68,8,16,29,13,3,11,15315,26408,0,13788,32130,4,0,12,0,1593,306,76,0.6857142857142857,0.2641067450929468,0,28,2,1
Incursio,True,BOTTOM,Kindred,114,34,27,4,14,111,12,8,9,12278,26608,0,5861,19225,9,3,18,0,1593,74,178,0.6,0.26611320727591736,40,34,2,1
Vixxy,True,UTILITY,Xerath,73,37,33,22,13,34,1,7,11,10036,13915,0,1188,12507,26,1,32,0,1593,158,153,0.34285714285714286,0.13916471940938704,52,14,0,2
DummyThiccPoppy,False,TOP,Poppy,99,31,34,6,15,126,7,6,6,14246,19479,0,4123,26780,8,1,15,0,1803,431,195,0.2708333333333333,0.20436218914533127,0,15,3,0
AZF LoCoDoCo,False,UTILITY,Swain,58,42,60,18,14,57,2,14,16,11702,19819,0,5662,29357,14,4,49,0,1803,203,355,0.375,0.20792992244001485,37,31,0,1
AZF Woong,False,MIDDLE,Yasuo,211,17,76,3,14,153,3,11,3,12770,13111,0,758,22856,5,0,12,0,1803,109,337,0.125,0.13755176268860955,10,27,1,4
AZF Shy,False,BOTTOM,Varus,53,0,47,13,13,132,8,11,5,11392,18019,0,1601,16776,4,0,6,0,1803,203,294,0.2708333333333333,0.18904226615485034,83,17,0,1
AZF TuckerBudzyn,False,JUNGLE,Nidalee,233,269,143,254,16,63,13,6,5,15416,24889,0,14859,33589,4,5,27,0,1803,178,203,0.375,0.261113859571194,22,16,5,3
goodnight cxk,True,TOP,Darius,93,102,16,9,17,209,5,6,1,16810,18981,0,4324,22230,10,2,21,0,1803,283,158,0.18181818181818182,0.17955158820842376,0,1,4,2
TeddyVIII,True,JUNGLE,Qiyana,128,143,48,6,14,21,4,11,4,11770,11904,0,7174,29310,8,0,16,0,1803,129,323,0.24242424242424243,0.11260577377012707,25,32,0,0
FPX MLXB,True,MIDDLE,Akshan,114,6,109,3,15,143,6,6,8,14414,13508,0,83,15784,10,0,15,0,1803,0,189,0.42424242424242425,0.12778042946155407,39,23,2,1
Vixxy,True,BOTTOM,Katarina,59,64,0,16,16,169,32,7,5,15685,50386,0,8955,32570,8,0,22,0,1803,58,224,1.121212121212121,0.47661127616355664,4,194,4,2
Incursio,True,UTILITY,Braum,70,29,22,11,15,25,1,3,32,14344,10936,1681,4496,22792,8,1,12,0,1803,359,76,1,0.10345093239633849,46,139,0,2
Expectable,True,TOP,Ornn,120,115,49,23,18,238,7,6,17,23178,26231,0,3084,46062,12,1,23,0,2465,1557,232,0.4897959183673469,0.17334876457998927,40,65,3,2
Kàz,True,JUNGLE,Shaco,92,130,92,130,18,29,22,9,8,19958,38834,0,7441,39596,0,3,19,0,2465,856,388,0.6122448979591837,0.2566388654861136,20,32,6,0
Eedakbeteezak,True,MIDDLE,Syndra,149,147,58,9,17,158,5,14,8,16894,25297,0,1649,33715,10,2,18,0,2465,380,550,0.2653061224489796,0.16717892478610888,91,25,2,0
Big Crumb,True,BOTTOM,Vayne,176,0,15,13,18,234,20,12,9,24408,52279,0,7997,47052,17,5,43,0,2465,186,334,0.5918367346938775,0.3454853690856665,78,40,6,2
Feeste,True,UTILITY,Lulu,82,103,123,15,17,31,5,8,29,18263,8677,8996,6832,20348,46,16,111,0,2465,239,264,0.6938775510204082,0.057348076062121806,80,15,1,0
RqsjkkTheshy,False,TOP,Graves,90,31,30,11,18,261,8,10,8,22012,29501,0,4652,35265,13,1,20,0,2465,300,355,0.2711864406779661,0.18042710840473244,70,131,2,0
FrickingLasers,False,JUNGLE,MasterYi,84,17,47,15,17,59,4,16,10,17914,23898,0,9450,48449,13,1,21,0,2465,93,563,0.23728813559322035,0.1461571093772308,0,166,0,0
aa bushi rr,False,MIDDLE,Orianna,153,128,57,10,17,185,1,11,6,17731,13660,966,1472,25947,12,3,23,0,2465,585,390,0.11864406779661017,0.08354623370877855,76,88,1,1
Vixxy,False,UTILITY,Nami,42,122,94,17,17,10,7,11,27,18116,27609,0,22099,35409,38,2,70,0,2465,300,327,0.576271186440678,0.16885166039836336,37,96,1,3
Incursio,False,BOTTOM,Lucian,111,70,86,17,18,230,29,11,10,23159,68840,0,1684,41793,5,2,18,0,2465,83,393,0.6610169491525424,0.42101788811089486,47,92,7,5
BADI Siegrain,False,TOP,Jax,27,95,53,5,14,131,4,11,1,11790,9803,0,1754,23275,10,0,13,0,1712,81,286,0.10869565217391304,0.14591308513308182,0,12,1,0
BADI Numero Uno ,False,JUNGLE,Nidalee,218,199,142,230,14,24,6,8,6,12649,8382,0,15288,31443,9,2,24,0,1712,129,206,0.2608695652173913,0.12477356305475834,10,9,2,0
BADI Jonel,False,MIDDLE,Sylas,85,58,127,28,16,184,10,8,9,14976,27937,0,9691,38019,6,0,17,0,1712,387,324,0.41304347826086957,0.4158361568211589,18,15,3,6
BADI Jazten,False,UTILITY,Blitzcrank,47,43,41,15,13,57,4,8,11,10752,10042,0,349,19882,16,4,38,0,1712,348,215,0.32608695652173914,0.14947790536773697,21,6,1,0
BADI Doji,False,BOTTOM,Jinx,110,29,13,7,14,192,3,11,7,12943,11018,0,885,18415,10,1,15,0,1712,58,231,0.21739130434782608,0.163999289623264,20,7,1,0
Delta,True,TOP,Singed,144,18,39,7,17,236,10,4,3,18254,23480,0,2783,22771,4,0,5,0,1712,781,140,0.48148148148148145,0.23010558355182867,1,13,7,5
Beef Jerky,True,JUNGLE,MonkeyKing,176,53,112,14,16,53,7,3,8,15329,15942,0,10691,26581,11,1,28,0,1712,177,87,0.5555555555555556,0.15623426719904646,0,13,2,2
Rex Quasar,True,MIDDLE,Kennen,144,48,98,10,14,117,4,4,7,12905,20405,0,2165,14386,11,3,27,0,1712,62,130,0.4074074074074074,0.19996953865124556,28,22,2,3
Vixxy,True,BOTTOM,Lucian,66,29,47,16,15,157,20,10,7,13134,31575,0,641,25263,9,4,32,0,1712,114,275,1,0.3094341323575749,25,39,1,5
Incursio,True,UTILITY,Nami,28,61,59,10,14,7,5,6,24,11625,10638,0,7002,13154,10,3,22,0,1712,142,171,1.0740740740740742,0.10425647824030444,18,42,0,4
Tronnie Sins,True,TOP,Jax,51,112,41,5,14,168,10,3,5,12155,21527,0,3697,14065,5,0,5,0,1211,280,60,1.1538461538461537,0.3879028729777714,0,21,5,6
Norbit,True,JUNGLE,Rengar,164,70,80,7,14,31,4,1,7,11921,9009,0,8275,13676,3,5,27,0,1211,274,0,0.8461538461538461,0.16234049112682022,22,11,1,4
Incursio,True,MIDDLE,Akali,85,14,43,13,12,117,10,4,3,9933,11270,0,153,11365,7,0,14,0,1211,37,103,1,0.20308283473456099,26,22,3,2
cxvhzio,True,BOTTOM,Ezreal,219,23,29,9,13,177,3,1,4,10133,9633,0,570,8910,6,5,16,0,1211,11,14,0.5384615384615384,0.17357682455837606,51,46,1,1
AIi G,True,UTILITY,Pyke,29,37,17,10,11,31,5,4,7,8365,4056,0,1642,8814,24,9,49,0,1211,35,58,0.9230769230769231,0.07309697660247137,13,30,0,1
CindereIla,False,TOP,Garen,44,13,47,4,10,72,2,8,2,6804,5927,0,375,16100,5,1,5,0,1211,52,178,0.125,0.1883870740685329,0,57,2,0
Wx OC15141355,False,JUNGLE,Nidalee,163,135,88,168,9,11,2,4,2,5985,2891,0,6183,13234,0,3,8,0,1211,69,83,0.125,0.09188081882908498,2,28,0,0
nathan19,False,MIDDLE,Irelia,163,18,34,5,13,169,6,8,0,10984,9033,0,1200,17560,9,1,12,0,1211,25,187,0.1875,0.2870739389614421,10,201,3,0
scritchy scratch,False,BOTTOM,MissFortune,62,49,29,6,11,144,1,7,2,7468,9065,0,733,12018,10,1,19,0,1211,142,166,0.09375,0.28808645825429896,34,36,0,0
Brazza,False,UTILITY,Bard,41,43,22,4,10,23,2,5,4,6846,4549,473,1665,11348,19,6,31,0,1211,144,80,0.1875,0.14457170988664106,17,55,1,0
Omnî,False,TOP,Urgot,45,46,17,7,12,143,6,3,2,9750,10104,0,502,15314,5,4,13,0,1347,146,87,0.21052631578947367,0.18260855692668007,17,4,0,0
SKT Jankos,False,JUNGLE,Diana,85,33,64,7,14,63,4,6,5,11658,14083,0,3805,16995,8,1,28,0,1347,50,142,0.23684210526315788,0.25451187404751485,12,15,3,0
Incursio,False,MIDDLE,Yasuo,182,11,105,4,13,135,2,5,3,10193,9805,0,276,15659,6,1,11,0,1347,97,165,0.13157894736842105,0.17718979028366824,14,20,1,0
nathan19,False,BOTTOM,Jinx,71,24,16,3,10,118,5,13,1,6286,14953,0,654,18449,6,4,15,0,1347,60,288,0.15789473684210525,0.27022616319047743,24,34,1,0
Ckylallin,False,UTILITY,Senna,50,26,23,4,9,18,0,11,5,6049,6389,2277,4667,19966,18,5,31,0,1347,181,231,0.13157894736842105,0.11546361555165943,42,48,0,0
Tronnie Sins,True,TOP,Gangplank,128,13,80,6,15,177,7,5,5,13918,14694,0,3465,17440,5,1,13,0,1347,229,115,0.7058823529411765,0.20211735711914844,1,7,2,4
Sempiternal,True,JUNGLE,Gwen,109,22,146,26,16,50,19,3,5,15058,26035,0,12064,31361,1,2,15,0,1347,314,89,1.411764705882353,0.3581114486522701,55,24,7,6
destructopus3,True,UTILITY,Braum,59,24,17,7,12,38,0,1,21,8816,6034,1458,923,9106,26,8,55,0,1347,101,30,1.2352941176470589,0.08299979111908129,30,18,0,0
Jolyne Cujoh,True,BOTTOM,Kalista,60,1,167,2,13,184,10,5,12,10515,18087,0,3673,16554,7,2,14,0,1347,334,81,1.2941176470588236,0.2487873358187483,24,9,0,5
Brazza,True,MIDDLE,Karma,100,20,81,34,13,125,2,3,8,10614,7850,2159,2838,9703,9,3,26,0,1347,224,102,0.5882352941176471,0.10798406729075188,68,5,0,1
imk woodon,False,TOP,Gnar,134,33,25,8,17,227,3,7,6,17225,21935,0,2870,28166,7,2,15,0,1829,467,257,0.2727272727272727,0.22297684380735838,37,9,1,2
Śpace Invader ,False,JUNGLE,Rengar,193,82,92,9,17,55,7,6,8,17136,18753,0,9541,29928,4,7,25,0,1829,295,163,0.45454545454545453,0.19062595604045637,18,13,2,0
lbkiwjnx,False,MIDDLE,Akshan,60,26,86,16,16,181,12,6,2,15707,28226,0,2117,21284,9,1,27,0,1829,73,232,0.42424242424242425,0.28692156459582224,53,15,5,1
Boiley,False,BOTTOM,Jhin,91,28,44,23,14,205,3,7,6,12932,16090,0,1071,16235,13,10,44,0,1829,175,168,0.2727272727272727,0.16356440560556038,16,10,0,0
Thrëe,False,UTILITY,Sett,30,11,19,6,14,36,4,7,10,11455,13370,0,1437,25813,26,8,69,0,1829,64,143,0.42424242424242425,0.13591122995080265,0,17,1,0
CindereIla,True,TOP,Tryndamere,49,38,118,6,16,164,5,6,11,16013,16401,0,11403,33066,9,6,35,0,1829,132,216,0.5517241379310345,0.16851871661311474,0,48,1,0
Wx OC15141355,True,JUNGLE,Zac,71,237,103,11,17,48,6,4,22,17580,25080,0,51034,36918,6,4,24,0,1829,549,139,0.9655172413793104,0.25769027610389145,17,28,0,2
Incursio,True,MIDDLE,Katarina,80,63,0,14,16,191,13,8,5,16386,23919,0,6783,28815,7,0,12,0,1829,143,287,0.6206896551724138,0.2457631961261558,2,22,1,0
Dottie,True,BOTTOM,Draven,93,180,13,7,15,208,9,5,6,14120,16866,0,3160,17477,10,4,25,0,1829,150,171,0.5172413793103449,0.17330021661418335,13,9,0,5
Velkro,True,UTILITY,Zyra,74,80,21,6,13,36,0,6,8,11151,15059,0,941,10908,32,7,56,0,1829,177,170,0.27586206896551724,0.15472759454265467,32,7,0,5
slogdogs fart,True,TOP,Darius,71,110,16,2,16,238,4,1,5,16273,14286,0,6645,18825,9,2,16,0,1710,168,27,0.5625,0.2111602478794503,0,7,0,2
Śpace Invader ,True,JUNGLE,Rengar,174,66,85,8,15,61,12,1,4,13990,20108,0,8766,19192,4,6,28,0,1710,251,14,1,0.29720762171205073,20,4,3,2
Incursio,True,MIDDLE,Sylas,83,51,152,17,15,131,3,7,10,13037,12236,0,5745,21140,11,5,28,0,1710,299,163,0.8125,0.18086230211042162,10,13,0,1
12inch,True,BOTTOM,Xayah,72,26,56,4,16,224,7,4,5,15827,15475,0,948,11459,12,7,31,0,1710,55,95,0.75,0.22874131506114045,43,1,2,4
destructopus3,True,UTILITY,Braum,59,23,20,7,12,29,2,3,13,9216,5549,2218,2206,13590,39,7,70,0,1710,92,79,0.9375,0.08202851323693693,25,21,0,0
nice mia,False,TOP,Nasus,118,14,62,2,14,170,0,4,2,12576,7943,0,69,16313,9,1,15,0,1710,39,114,0.07142857142857142,0.12378994434833294,0,5,0,1
SKT Jankos,False,JUNGLE,RekSai,192,232,112,9,15,64,10,6,3,13593,18085,0,9140,23104,8,8,37,0,1710,310,148,0.4642857142857143,0.28184713160114494,25,12,0,1
Tronnie Sins,False,MIDDLE,Vladimir,188,11,69,7,15,233,2,3,8,14471,20426,0,18704,20205,8,3,14,0,1710,61,65,0.35714285714285715,0.3183321621131121,41,19,1,2
Sempiternal,False,BOTTOM,Kalista,66,0,171,3,14,209,3,10,0,11791,11156,0,821,24607,8,3,17,0,1710,304,277,0.10714285714285714,0.1738609823107065,12,15,1,2
GaeaFoundationTV,False,UTILITY,Renata,54,11,67,5,10,25,1,5,5,6842,6556,2761,446,11066,41,15,80,0,1710,159,70,0.21428571428571427,0.10216977962670351,37,11,0,1
minge enjoyer,True,TOP,Gangplank,194,23,121,9,16,201,5,6,11,15795,16325,0,6972,26527,13,0,33,0,1704,395,171,0.7619047619047619,0.20699679300033427,0,104,1,5
Śpace Invader ,True,JUNGLE,RekSai,175,130,86,5,15,48,9,4,9,13208,16609,0,12035,24596,3,10,34,0,1704,269,128,0.8571428571428571,0.21060273131442409,21,93,0,3
Incursio,True,MIDDLE,Katarina,82,70,0,10,16,180,13,4,7,14960,24833,0,2572,19795,3,4,16,0,1704,47,132,0.9523809523809523,0.31488173774693523,2,108,2,2
Sempiternal,True,BOTTOM,Jhin,83,53,63,26,14,203,1,3,13,12441,14296,0,2788,17987,8,9,37,0,1704,224,80,0.6666666666666666,0.18127653061812027,16,57,0,3
zSpectrum,True,UTILITY,Yuumi,44,148,52,7,13,3,5,4,13,10458,6801,2268,11936,9007,29,2,51,0,1704,26,82,0.8571428571428571,0.08624220732018616,90,98,0,3
slogdogs fart,False,TOP,Yorick,114,24,56,9,15,194,4,7,3,14155,17469,0,3051,20117,9,0,13,0,1704,256,223,0.21212121212121213,0.228660496621212,2,15,0,1
